retrieval_mode,sample_id,question,answerable,tags,difficulty,history_turn_count,context_expected_dependency,context_predicted_dependency,context_dependency_correct,context_query_match,context_fallback_used,contextualization_latency_ms,multi_document,required_evidence_count,matched_evidence_count,required_document_count,matched_document_count,full_evidence_retrieved,full_document_coverage,retrieved_count,retrieval_hit,retrieval_recall,retrieval_precision,reciprocal_rank,empty_result,duplicate_count,duplicate_rate,no_answer_false_positive,grounded_criteria_coverage,evidence_source_correct,embedding_latency_ms,search_latency_ms,latency_ms,search_repetitions,ranking_stability_rate,error
dense,workspace-012,chunk_overlap 和 wider_text 的区别是什么？,True,"Chunk,对比,单文档",easy,0,,,,,,0.0,False,1,1,1,1,True,,8,True,1.0,0.25,1.0,False,0,0.0,,1.0,True,442.32,393.29,835.61,3,1,
dense,workspace-013,为什么不能说 1500/100 是最优分块参数，应如何验证？,True,"Chunk,评测,取舍,单文档",medium,0,,,,,,0.0,False,1,1,1,1,True,,8,True,1.0,0.125,1.0,False,0,0.0,,0.8,True,434.093,381.522,815.614,3,1,
dense,workspace-014,两个 Embedding 模型都是 1024 维，为什么仍不能混用？,True,"Embedding,兼容性,单文档",medium,0,,,,,,0.0,False,1,1,1,1,True,,8,True,1.0,0.25,0.5,False,0,0.0,,0.3333333333333333,True,420.455,396.784,817.239,3,1,
dense,workspace-015,当前项目应如何解释 L2 和 score 字段？,True,"Embedding,Milvus,易错点,单文档",easy,0,,,,,,0.0,False,1,1,1,1,True,,8,True,1.0,0.125,1.0,False,0,0.0,,1.0,True,524.814,382.848,907.662,3,1,
dense,workspace-016,切换 Embedding 模型时，稳妥的迁移流程是什么？,True,"Embedding,迁移,多证据,单文档",medium,0,,,,,,0.0,False,3,3,1,1,True,,8,True,1.0,0.5,1.0,False,0,0.0,,0.75,True,464.223,384.478,848.701,3,1,
dense,workspace-017,DeepSearcher 写入 Milvus 的一条知识记录包含哪些核心内容？,True,"Milvus,数据模型,单文档",easy,0,,,,,,0.0,False,1,1,1,1,True,,8,True,1.0,0.125,0.2,False,0,0.0,,0.5,True,433.762,229.482,663.245,3,1,
dense,workspace-018,在本项目语境里，Milvus Lite 与 Docker Milvus 的主要取舍是什么？,True,"部署,取舍,单文档",medium,0,,,,,,0.0,False,1,1,1,1,True,,8,True,1.0,0.125,1.0,False,0,0.0,,1.0,True,420.079,398.351,818.43,3,1,
dense,workspace-019,为什么生产环境不能滥用 force_new_collection？,True,"Milvus,安全,单文档",easy,0,,,,,,0.0,False,1,1,1,1,True,,8,True,1.0,0.125,1.0,False,0,0.0,,0.75,True,442.28,342.016,784.296,3,1,
dense,workspace-020,为什么向量检索失败不能统一返回空列表？,True,"错误处理,评测,单文档",medium,0,,,,,,0.0,False,1,1,1,1,True,,8,True,1.0,0.125,1.0,False,0,0.0,,1.0,True,444.012,381.976,825.988,3,1,
dense,workspace-021,Hybrid 检索为什么可能有帮助，又为什么不能仅凭代码存在就启用？,True,"检索,Hybrid,取舍,单文档",hard,0,,,,,,0.0,False,2,2,1,1,True,,8,True,1.0,0.25,1.0,False,0,0.0,,0.8,True,406.18,398.749,804.93,3,1,
dense,workspace-022,DeepSearcher 当前默认在线查询为什么不能描述成默认走 NaiveRAG？,True,"路由,易错点,单文档",easy,0,,,,,,0.0,False,1,0,1,0,False,,8,False,0.0,0.0,0.0,False,0,0.0,,1.0,False,403.087,383.27,786.357,3,1,
dense,workspace-023,NaiveRAG 的完整最小链路是什么，它没有哪些复杂步骤？,True,"NaiveRAG,链路,单文档",medium,0,,,,,,0.0,False,1,1,1,1,True,,8,True,1.0,0.125,1.0,False,0,0.0,,1.0,True,410.062,400.651,810.713,3,1,
dense,workspace-024,DeepSearch 从原问题到最终答案要经过哪些主要阶段？,True,"DeepSearch,链路,多证据,单文档",hard,0,,,,,,0.0,False,2,1,1,1,False,,8,True,0.5,0.125,0.16666666666666666,False,0,0.0,,0.0,True,413.948,384.522,798.47,3,1,
dense,workspace-025,为什么 DeepSearch 当前的 Rerank 成本可能非常高？,True,"DeepSearch,成本,多证据,单文档",medium,0,,,,,,0.0,False,2,2,1,1,True,,8,True,1.0,0.25,1.0,False,0,0.0,,1.0,True,427.4,204.457,631.856,3,1,
dense,workspace-026,DeepSearch 设置 max_iter=1 时为什么没有反思事件？,True,"DeepSearch,反思,易错点,单文档",easy,0,,,,,,0.0,False,1,0,1,0,False,,8,False,0.0,0.0,0.0,False,0,0.0,,0.3333333333333333,False,442.902,400.867,843.769,3,1,
dense,workspace-027,ChainOfRAG 如何沿事实线索完成多跳查询？,True,"ChainOfRAG,多跳,多证据,单文档",hard,0,,,,,,0.0,False,2,2,1,1,True,,8,True,1.0,0.375,1.0,False,0,0.0,,0.6,True,347.116,396.58,743.696,3,1,
dense,workspace-028,当前 ChainOfRAG 与 CoRAG 论文方法的边界是什么？,True,"ChainOfRAG,论文边界,多证据,单文档",medium,0,,,,,,0.0,False,2,1,1,1,False,,8,True,0.5,0.125,1.0,False,0,0.0,,0.6,True,397.93,400.879,798.809,3,1,
dense,workspace-029,ChainOfRAG 的 early stopping 有哪些误判风险，默认关闭意味着什么？,True,"ChainOfRAG,停止条件,多证据,单文档",hard,0,,,,,,0.0,False,2,2,1,1,True,,8,True,1.0,0.25,1.0,False,0,0.0,,0.8,True,434.223,389.905,824.128,3,1,
dense,workspace-030,NaiveRAG、DeepSearch 和 ChainOfRAG 分别更适合哪类问题？,True,"路由,策略对比,单文档",easy,0,,,,,,0.0,False,1,1,1,1,True,,8,True,1.0,0.125,0.14285714285714285,False,0,0.0,,1.0,True,444.163,382.335,826.498,3,1,
dense,workspace-031,FastAPI 应用启动时如何管理外部组件的生命周期？,True,"FastAPI,生命周期,单文档",hard,0,,,,,,0.0,False,1,1,1,1,True,,8,True,1.0,0.125,1.0,False,0,0.0,,0.8,True,448.582,397.537,846.119,3,1,
dense,workspace-032,核心 API 的 Provider 配置、文件入库、网站入库、普通查询和流式查询分别是什么边界？,True,"FastAPI,API 契约,多证据,单文档",hard,0,,,,,,0.0,False,2,2,1,1,True,,8,True,1.0,0.25,0.5,False,0,0.0,,1.0,True,397.935,185.918,583.853,3,1,
dense,workspace-033,一次带 Trace 的 POST /query 请求如何进入 Agent 并返回？,True,"FastAPI,查询链路,多证据,单文档",hard,0,,,,,,0.0,False,3,2,1,1,False,,8,True,0.6666666666666666,0.25,0.5,False,0,0.0,,0.8333333333333334,True,417.753,397.35,815.103,3,1,
dense,workspace-034,为什么 /load-files/ 不能直接接收用户浏览器中的本地路径？,True,"上传,边界,单文档",easy,0,,,,,,0.0,False,1,1,1,1,True,,8,True,1.0,0.125,1.0,False,0,0.0,,1.0,True,402.061,199.514,601.575,3,1,
dense,workspace-035,为什么把同步路由从 def 改成 async def 不会自动提高并发？,True,"FastAPI,并发,易错点,单文档",medium,0,,,,,,0.0,False,1,1,1,1,True,,8,True,1.0,0.125,1.0,False,0,0.0,,1.0,True,373.558,382.127,755.685,3,1,
dense,workspace-036,DeepSearcher API 的错误响应为什么不能直接使用 str(e)？,True,"安全,错误协议,多证据,单文档",medium,0,,,,,,0.0,False,2,1,1,1,False,,8,True,0.5,0.125,0.2,False,0,0.0,,1.0,True,400.956,392.342,793.298,3,1,
dense,workspace-037,单元、ASGI、集成和并发测试分别保护什么风险？,True,"测试,多要点,单文档",hard,0,,,,,,0.0,False,2,2,1,1,True,,8,True,1.0,0.25,1.0,False,0,0.0,,1.0,True,383.532,397.184,780.716,3,1,
dense,workspace-038,Trace 为什么不是模型思维链，它如何从 Agent 到产品引用？,True,"Trace,引用,安全,单文档",medium,0,,,,,,0.0,False,1,1,1,1,True,,8,True,1.0,0.375,0.5,False,0,0.0,,1.0,True,363.655,411.99,775.645,3,1,
dense,workspace-039,产品工作台和旧学习控制台在路由、状态和查询方式上有什么区别？,True,"React,产品工作台,单文档",hard,0,,,,,,0.0,False,1,1,1,1,True,,8,True,1.0,0.25,1.0,False,0,0.0,,1.0,True,411.395,416.143,827.539,3,1,
dense,workspace-040,诊断 RAG 质量时，检索和生成阶段分别看哪些指标？,True,"评测,指标,单文档",medium,0,,,,,,0.0,False,1,1,1,1,True,,8,True,1.0,0.125,1.0,False,0,0.0,,1.0,True,352.155,232.876,585.031,3,1,
dense,workspace-041,当前 latency_ms 与 consume_token 为什么都不能直接等同于完整成本？,True,"可观测性,成本,多证据,单文档",hard,0,,,,,,0.0,False,2,2,1,1,True,,8,True,1.0,0.375,1.0,False,0,0.0,,0.8,True,371.935,396.578,768.512,3,1,
dense,workspace-042,Dense、BM25、Hybrid 和 RRF 的职责分别是什么，当前默认配置是什么？,True,"检索,Hybrid,多证据,单文档",medium,0,,,,,,0.0,False,2,2,1,1,True,,8,True,1.0,0.375,1.0,False,0,0.0,,1.0,True,422.456,394.013,816.469,3,1,
dense,workspace-043,流量扩大十倍时，为什么不能只增加 Uvicorn worker，推荐的改造顺序是什么？,True,"系统设计,并发,多证据,单文档",hard,0,,,,,,0.0,False,2,2,1,1,True,,8,True,1.0,0.25,0.3333333333333333,False,0,0.0,,0.5714285714285714,True,392.431,394.306,786.737,3,1,
dense,workspace-044,当前核心和工作台已经具备哪些安全边界，又缺少什么？,True,"安全,边界,单文档",medium,0,,,,,,0.0,False,1,0,1,0,False,,8,False,0.0,0.0,0.0,False,0,0.0,,0.6,False,434.17,383.995,818.165,3,1,
dense,workspace-045,生产化 SSE 为什么需要持久 run、事件 ID 和显式取消？,True,"SSE,系统设计,多证据,单文档",hard,0,,,,,,0.0,False,2,2,1,1,True,,8,True,1.0,0.25,1.0,False,0,0.0,,0.8,True,444.517,395.028,839.545,3,1,
dense,workspace-046,产品工作台持久化了哪些业务对象，为什么 BackgroundTasks 仍不算可靠任务队列？,True,"产品工作台,任务队列,单文档",medium,0,,,,,,0.0,False,1,1,1,1,True,,8,True,1.0,0.125,1.0,False,0,0.0,,1.0,True,429.911,368.438,798.348,3,1,
dense,workspace-047,如何用一条完整链路介绍 DeepSearcher 的离线、在线和产品能力？,True,"项目总览,多要点,单文档",hard,0,,,,,,0.0,False,1,1,1,1,True,,8,True,1.0,0.125,0.5,False,0,0.0,,1.0,True,403.998,399.266,803.264,3,1,
dense,workspace-048,自动化、真实浏览器和 SSE 闭环通过后，仍不能宣称哪些能力？,True,"诚实边界,测试,多证据,单文档",medium,0,,,,,,0.0,False,2,2,1,1,True,,8,True,1.0,0.375,1.0,False,0,0.0,,0.4,True,445.266,380.779,826.045,3,1,
dense,workspace-049,Milvus 官方三种部署形态与 DeepSearcher 当前本地选择之间是什么关系？,True,"跨文档,部署,对比",hard,0,,,,,,0.0,True,2,1,2,1,False,False,8,True,0.5,0.125,0.25,False,0,0.0,,0.6,True,405.775,396.935,802.71,3,1,
dense,workspace-050,Milvus 支持的混合与关键词检索能力，是否意味着 DeepSearcher 当前生产配置已经启用 Hybrid？,True,"跨文档,检索,易错点",hard,0,,,,,,0.0,True,3,1,2,1,False,False,8,True,0.3333333333333333,0.125,0.3333333333333333,False,0,0.0,,0.5,True,422.129,390.786,812.915,3,1,
dense,workspace-051,从 Milvus 对 Embedding 的说明到 DeepSearcher 的具体配置，完整数据链路是什么？,True,"跨文档,Embedding,链路",hard,0,,,,,,0.0,True,2,1,2,1,False,False,8,True,0.5,0.125,0.14285714285714285,False,0,0.0,,0.8,True,430.848,400.306,831.154,3,1,
dense,workspace-052,为什么不能把 Milvus 文档中的性能描述直接当成 DeepSearcher 的容量证明？,True,"跨文档,性能,诚实边界",hard,0,,,,,,0.0,True,3,0,2,0,False,False,8,False,0.0,0.0,0.0,False,0,0.0,,0.4,False,409.912,381.341,791.254,3,1,
dense,workspace-053,为什么产品中存在 Citation 仍不能证明回答的每个事实都有依据？,True,"跨文档,引用,可信回答",hard,0,,,,,,0.0,True,3,1,2,1,False,False,8,True,0.3333333333333333,0.125,0.25,False,0,0.0,,0.5,True,401.105,400.129,801.234,3,1,
dense,workspace-054,为什么默认 Agent 路由与 Token 成本必须一起分析？,True,"跨文档,路由,成本",hard,0,,,,,,0.0,True,3,2,2,2,False,True,8,True,0.6666666666666666,0.25,0.5,False,0,0.0,,0.8333333333333334,True,401.286,398.73,800.015,3,1,
dense,workspace-055,DeepSearcher 从文档切分到浏览器引用的完整可信链路是什么？,True,"跨文档,端到端,引用",hard,0,,,,,,0.0,True,4,2,2,1,False,False,8,True,0.5,0.25,0.2,False,0,0.0,,0.125,True,401.178,388.656,789.834,3,1,
dense,workspace-056,资料规定 DeepSearcher 生产环境每秒必须支持多少个查询？,False,"无答案,容量",easy,0,,,,,,0.0,False,0,0,0,0,,,8,,,,,False,0,0.0,True,,,463.398,396.795,860.193,3,1,
dense,workspace-057,DeepSearcher 当前每月模型和基础设施费用的精确金额是多少？,False,"无答案,成本",easy,0,,,,,,0.0,False,0,0,0,0,,,8,,,,,False,0,0.0,True,,,404.701,397.257,801.958,3,1,
dense,workspace-058,当前业务评测证明 DeepSearch 比 NaiveRAG 的答案准确率高多少个百分点？,False,"无答案,评测,陷阱",medium,0,,,,,,0.0,False,0,0,0,0,,,8,,,,,False,0,0.0,True,,,405.761,393.064,798.825,3,1,
dense,workspace-059,当前最终用户登录明确采用了哪一家 OIDC 身份提供商？,False,"无答案,安全",easy,0,,,,,,0.0,False,0,0,0,0,,,8,,,,,False,0,0.0,True,,,441.882,399.447,841.329,3,1,
dense,workspace-060,Milvus 文档承诺所有向量检索在任何数据规模下都能达到多少毫秒延迟？,False,"无答案,Milvus,性能",medium,0,,,,,,0.0,False,0,0,0,0,,,8,,,,,False,0,0.0,True,,,406.246,402.508,808.754,3,1,
dense,workspace-061,那三种分别适合什么场景？,True,"多轮,指代,部署,单文档",medium,2,True,True,True,False,False,1688.396,False,1,1,1,1,True,,8,True,1.0,0.375,0.5,False,0,0.0,,1.0,True,902.762,403.296,2994.454,3,1,
dense,workspace-062,换个话题，FastAPI 应用启动时如何管理外部组件的生命周期？,True,"多轮,话题切换,FastAPI,单文档",hard,2,False,False,True,True,True,1087.653,False,1,1,1,1,True,,8,True,1.0,0.125,1.0,False,0,0.0,,0.8,True,471.781,399.716,1959.15,3,1,
dense,workspace-063,那是越大越相似吗？,True,"多轮,指代,Embedding,易错点",easy,2,True,True,True,False,False,1226.513,False,1,1,1,1,True,,8,True,1.0,0.25,1.0,False,0,0.0,,0.6666666666666666,True,414.853,197.985,1839.351,3,1,
dense,workspace-064,那两者到底差在哪一步？,True,"多轮,省略,Chunk,对比",easy,2,True,True,True,False,False,1267.956,False,1,1,1,1,True,,8,True,1.0,0.125,1.0,False,0,0.0,,1.0,True,394.041,195.498,1857.496,3,1,
dense,workspace-065,如果只跑一轮，为什么看不到它？,True,"多轮,指代,DeepSearch,反思",easy,2,True,True,True,False,False,1257.094,False,1,0,1,0,False,,8,False,0.0,0.0,0.0,False,0,0.0,,0.0,False,357.623,396.472,2011.189,3,1,
dense,workspace-066,默认关掉它具体意味着什么，又有什么误判风险？,True,"多轮,指代,ChainOfRAG,多证据",hard,2,True,True,True,False,False,1471.101,False,2,1,1,1,False,,8,True,0.5,0.125,1.0,False,0,0.0,,0.8,True,391.384,400.012,2262.497,3,1,
dense,workspace-067,为什么浏览器不能直接把这个路径交给它？,True,"多轮,指代,上传,边界",easy,2,True,True,True,False,False,1337.492,False,1,1,1,1,True,,8,True,1.0,0.125,1.0,False,0,0.0,,1.0,True,372.644,299.557,2009.692,3,1,
dense,workspace-068,它为什么不算思维链，最后又怎么变成引用？,True,"多轮,指代,Trace,引用",medium,2,True,True,True,False,False,1044.29,False,1,1,1,1,True,,8,True,1.0,0.25,1.0,False,0,0.0,,1.0,True,372.179,400.412,1816.881,3,1,
dense,workspace-069,所以现在默认已经用上两路融合了吗？,True,"多轮,省略,Hybrid,易错点",medium,2,True,True,True,False,False,1677.29,False,2,2,1,1,True,,8,True,1.0,0.375,1.0,False,0,0.0,,1.0,True,330.952,396.967,2405.21,3,1,
dense,workspace-070,那这个项目本地选的是哪一种，为什么？,True,"多轮,跨文档,指代,部署",hard,2,True,True,True,False,False,1288.43,True,2,2,2,2,True,True,8,True,1.0,0.5,1.0,False,0,0.0,,1.0,True,342.064,368.142,1998.635,3,1,
dense,workspace-071,那具体必须达到多少？,False,"多轮,省略,无答案,容量",medium,2,True,True,True,False,False,1129.644,False,0,0,0,0,,,8,,,,,False,0,0.0,True,,,343.921,387.796,1861.361,3,1,
dense,workspace-072,另一个问题：当前最终用户登录明确采用了哪一家 OIDC 身份提供商？,False,"多轮,话题切换,无答案,安全",easy,2,False,False,True,True,True,1886.181,False,0,0,0,0,,,8,,,,,False,0,0.0,True,,,1057.873,398.008,3342.061,3,1,
bm25,workspace-001,Milvus 是什么，它以哪两种形态提供？,True,"事实,单文档",easy,0,,,,,,0.0,False,1,0,1,0,False,,8,False,0.0,0.0,0.0,False,0,0.0,,0.3333333333333333,False,1300.81,382.027,1682.836,3,1,
bm25,workspace-002,Milvus Lite、Standalone 和 Distributed 分别适合什么部署场景？,True,"解释,部署,单文档",medium,0,,,,,,0.0,False,1,1,1,1,True,,8,True,1.0,0.375,0.5,False,0,0.0,,1.0,True,380.208,400.33,780.538,3,1,
bm25,workspace-003,Milvus 文档将高性能归因于哪些关键设计？,True,"多证据,性能,单文档",hard,0,,,,,,0.0,False,2,1,1,1,False,,8,True,0.5,0.125,0.16666666666666666,False,0,0.0,,0.5,True,352.524,202.7,555.224,3,1,
bm25,workspace-004,Milvus 的架构为什么可以随数据规模扩展？,True,"架构,扩展性,单文档",medium,0,,,,,,0.0,False,1,0,1,0,False,,8,False,0.0,0.0,0.0,False,0,0.0,,0.5,False,362.733,400.545,763.277,3,1,
bm25,workspace-005,ANN、过滤、范围、混合、关键词搜索和重排各解决什么问题？,True,"检索,多要点,单文档",hard,0,,,,,,0.0,False,1,1,1,1,True,,8,True,1.0,0.25,1.0,False,0,0.0,,1.0,True,409.351,389.881,799.232,3,1,
bm25,workspace-006,Milvus 官方列出了哪些 API 或 SDK？,True,"列表,精确术语,单文档",easy,0,,,,,,0.0,False,1,1,1,1,True,,8,True,1.0,0.125,1.0,False,0,0.0,,1.0,True,348.73,398.076,746.806,3,1,
bm25,workspace-007,Milvus 除普通标量外支持哪些高级数据类型？,True,"列表,数据模型,单文档",easy,0,,,,,,0.0,False,1,1,1,1,True,,8,True,1.0,0.125,0.14285714285714285,False,0,0.0,,0.0,True,460.121,191.568,651.689,3,1,
bm25,workspace-008,Milvus 在数据导入、多租户和一致性方面提供了什么能力？,True,"多要点,治理,单文档",medium,0,,,,,,0.0,False,1,1,1,1,True,,8,True,1.0,0.125,0.14285714285714285,False,0,0.0,,0.25,True,435.28,370.488,805.768,3,1,
bm25,workspace-009,PyMilvus 的 AI 集成覆盖哪三类能力？,True,"列表,AI 集成,单文档",easy,0,,,,,,0.0,False,1,1,1,1,True,,8,True,1.0,0.125,1.0,False,0,0.0,,1.0,True,447.968,399.015,846.983,3,1,
bm25,workspace-010,Attu、Birdwatcher、Milvus Backup 和 Milvus CDC 分别有什么用途？,True,"工具,多要点,单文档",medium,0,,,,,,0.0,False,1,1,1,1,True,,8,True,1.0,0.25,1.0,False,0,0.0,,1.0,True,448.407,402.322,850.729,3,1,
bm25,workspace-011,DeepSearcher 为什么不把整篇 PDF 直接生成一个向量？,True,"Chunk,原理,单文档",easy,0,,,,,,0.0,False,1,0,1,0,False,,8,False,0.0,0.0,0.0,False,0,0.0,,0.0,False,466.077,403.506,869.583,3,1,
bm25,workspace-012,chunk_overlap 和 wider_text 的区别是什么？,True,"Chunk,对比,单文档",easy,0,,,,,,0.0,False,1,1,1,1,True,,8,True,1.0,0.125,1.0,False,0,0.0,,1.0,True,442.32,414.57,856.89,3,1,
bm25,workspace-013,为什么不能说 1500/100 是最优分块参数，应如何验证？,True,"Chunk,评测,取舍,单文档",medium,0,,,,,,0.0,False,1,1,1,1,True,,8,True,1.0,0.125,1.0,False,0,0.0,,1.0,True,434.093,199.718,633.811,3,1,
bm25,workspace-014,两个 Embedding 模型都是 1024 维，为什么仍不能混用？,True,"Embedding,兼容性,单文档",medium,0,,,,,,0.0,False,1,1,1,1,True,,8,True,1.0,0.125,0.25,False,0,0.0,,0.3333333333333333,True,420.455,383.735,804.191,3,1,
bm25,workspace-015,当前项目应如何解释 L2 和 score 字段？,True,"Embedding,Milvus,易错点,单文档",easy,0,,,,,,0.0,False,1,1,1,1,True,,8,True,1.0,0.125,0.5,False,0,0.0,,1.0,True,524.814,394.75,919.563,3,1,
bm25,workspace-016,切换 Embedding 模型时，稳妥的迁移流程是什么？,True,"Embedding,迁移,多证据,单文档",medium,0,,,,,,0.0,False,3,1,1,1,False,,8,True,0.3333333333333333,0.125,0.14285714285714285,False,0,0.0,,0.0,True,464.223,401.122,865.345,3,1,
bm25,workspace-017,DeepSearcher 写入 Milvus 的一条知识记录包含哪些核心内容？,True,"Milvus,数据模型,单文档",easy,0,,,,,,0.0,False,1,0,1,0,False,,8,False,0.0,0.0,0.0,False,0,0.0,,0.5,False,433.762,370.699,804.461,3,1,
bm25,workspace-018,在本项目语境里，Milvus Lite 与 Docker Milvus 的主要取舍是什么？,True,"部署,取舍,单文档",medium,0,,,,,,0.0,False,1,1,1,1,True,,8,True,1.0,0.125,1.0,False,0,0.0,,1.0,True,420.079,381.01,801.09,3,1,
bm25,workspace-019,为什么生产环境不能滥用 force_new_collection？,True,"Milvus,安全,单文档",easy,0,,,,,,0.0,False,1,1,1,1,True,,8,True,1.0,0.25,1.0,False,0,0.0,,0.25,True,442.28,401.412,843.691,3,1,
bm25,workspace-020,为什么向量检索失败不能统一返回空列表？,True,"错误处理,评测,单文档",medium,0,,,,,,0.0,False,1,0,1,0,False,,0,False,0.0,0.0,0.0,True,0,0.0,,0.0,False,444.012,400.981,844.993,3,1,
bm25,workspace-021,Hybrid 检索为什么可能有帮助，又为什么不能仅凭代码存在就启用？,True,"检索,Hybrid,取舍,单文档",hard,0,,,,,,0.0,False,2,2,1,1,True,,7,True,1.0,0.25,0.5,False,0,0.0,,1.0,True,406.18,397.144,803.324,3,1,
bm25,workspace-022,DeepSearcher 当前默认在线查询为什么不能描述成默认走 NaiveRAG？,True,"路由,易错点,单文档",easy,0,,,,,,0.0,False,1,0,1,0,False,,8,False,0.0,0.0,0.0,False,0,0.0,,1.0,False,403.087,385.386,788.473,3,1,
bm25,workspace-023,NaiveRAG 的完整最小链路是什么，它没有哪些复杂步骤？,True,"NaiveRAG,链路,单文档",medium,0,,,,,,0.0,False,1,1,1,1,True,,8,True,1.0,0.125,0.25,False,0,0.0,,1.0,True,410.062,202.471,612.534,3,1,
bm25,workspace-024,DeepSearch 从原问题到最终答案要经过哪些主要阶段？,True,"DeepSearch,链路,多证据,单文档",hard,0,,,,,,0.0,False,2,0,1,0,False,,8,False,0.0,0.0,0.0,False,0,0.0,,0.16666666666666666,False,413.948,400.403,814.352,3,1,
bm25,workspace-025,为什么 DeepSearch 当前的 Rerank 成本可能非常高？,True,"DeepSearch,成本,多证据,单文档",medium,0,,,,,,0.0,False,2,1,1,1,False,,8,True,0.5,0.125,0.3333333333333333,False,0,0.0,,1.0,True,427.4,399.38,826.78,3,1,
bm25,workspace-026,DeepSearch 设置 max_iter=1 时为什么没有反思事件？,True,"DeepSearch,反思,易错点,单文档",easy,0,,,,,,0.0,False,1,1,1,1,True,,8,True,1.0,0.25,0.5,False,0,0.0,,0.3333333333333333,True,442.902,393.636,836.538,3,1,
bm25,workspace-027,ChainOfRAG 如何沿事实线索完成多跳查询？,True,"ChainOfRAG,多跳,多证据,单文档",hard,0,,,,,,0.0,False,2,2,1,1,True,,8,True,1.0,0.25,0.5,False,0,0.0,,0.4,True,347.116,398.647,745.763,3,1,
bm25,workspace-028,当前 ChainOfRAG 与 CoRAG 论文方法的边界是什么？,True,"ChainOfRAG,论文边界,多证据,单文档",medium,0,,,,,,0.0,False,2,2,1,1,True,,8,True,1.0,0.25,1.0,False,0,0.0,,0.6,True,397.93,376.289,774.22,3,1,
bm25,workspace-029,ChainOfRAG 的 early stopping 有哪些误判风险，默认关闭意味着什么？,True,"ChainOfRAG,停止条件,多证据,单文档",hard,0,,,,,,0.0,False,2,2,1,1,True,,8,True,1.0,0.25,0.3333333333333333,False,0,0.0,,0.8,True,434.223,400.527,834.75,3,1,
