agent,sample_id,question,answerable,difficulty,history_turn_count,context_expected_dependency,context_predicted_dependency,context_dependency_correct,context_query_match,context_fallback_used,context_primary_rewrite,context_safe_query,context_retrieval_queries,context_validation_reason,context_tokens,checkpoint_status,evaluation_attempts,multi_document,required_evidence_count,matched_evidence_count,required_document_count,matched_document_count,full_evidence_retrieved,full_document_coverage,retrieved_count,retrieval_hit,retrieval_recall,retrieval_precision,reciprocal_rank,empty_result,duplicate_count,duplicate_rate,no_answer_false_positive,answer_criteria_coverage,policy_input_criteria_coverage,coverage_failure_type,grounded_criteria_coverage,evidence_source_correct,refusal_correct,grounding_state,claim_count,supported_claim_count,claim_support_rate,ungrounded_claim_rate,invalid_claim_citation_rate,trust_input_claim_count,trust_input_supported_claim_count,trust_input_claim_support_rate,consistency_checked_claim_count,consistency_inconsistent_claim_count,consistency_inconsistency_rate,consistency_unknown_claim_count,consistency_unknown_rate,relative_time_claim_count,relative_time_unknown_claim_count,relative_time_unknown_rate,relative_time_rejected_claim_count,relative_time_rejection_rate,freshness_mode,freshness_required,freshness_claim_count,freshness_unknown_claim_count,freshness_unknown_rate,freshness_rejected_claim_count,freshness_rejection_rate,policy_action,policy_reason_codes,policy_answer_changed,temporal_provenance_bound,evidence_publication_anchor_count,evidence_publication_anchor_eligible_count,evidence_publication_anchor_coverage_rate,evidence_version_family_count,evidence_version_family_eligible_count,evidence_version_family_coverage_rate,claim_citation_precision,claim_citation_recall,latency_ms,tokens,llm_calls,error,answer,reference_answer
naive,workspace-038,Trace 为什么不是模型思维链，它如何从 Agent 到产品引用？,True,medium,0,,,,,,,,,,0,reused,1,False,1,1,1,1,True,,8,True,1.0,0.375,0.5,False,0,0.0,,0.8,1.0,policy_deletion,1.0,True,,fully_grounded,10,10,1.0,0.0,0.0,17,10,0.5882352941176471,9,6,0.6666666666666666,0,0.0,0,0,,0,,none,False,0,0,,0,,downgrade,['ANSWER_PARTIALLY_GROUNDED'],True,True,0,8,0.0,0,8,0.0,0.25,1.0,49899.042,7895,1,,"`query_with_trace()` 首先创建请求级 `TraceCollector`。[E3]

`RAGRouter` 记录 Agent；被选中的 Agent（如 ChainOfRAG）逐轮记录子问题、Collection、检索文档、中间答案、支持文档、反思和 Token。[E3][E6]

这些受控应用事件写入 Collector 后，由 `build()` 生成版本化安全 JSON。[E3][E6]

在产品工作台，该 JSON 通过 **Trace → Citation 持久化 → product-api.ts → 引用抽屉** 的路径展示引用。[E3]

在学习控制台，则走 **FastAPI → /api/query → api.js → /console 的 TracePanel**。[E3]

在代码层，`query_with_trace()` 返回 `(answer, retrieval_results, consume_tokens, trace)`，`perform_query()` 丢弃 `retrieval_results`，只向客户端返回 `result`、`consume_token` 和 `trace`。[E6]

为安全起见，Trace 脱敏策略限制最多展示 5 条文档、每条 600 字，不返回 Embedding 和原始 metadata；本地路径只保留文件名，URL 删除查询参数，引用 metadata 使用白名单。[E3]

NaiveRAG、ChainOfRAG 和 DeepSearch 都已接入 Trace v2 安全阶段事件，因此这条链路统一适用于多种 Agent。[E3]

Trace 中记录的延迟和 Token 可用于监控质量、p95、Token、失败率之间的 Pareto 折中；ChainOfRAG 在单 Collection、max_iter=3 的常见路径中约需 11 次 LLM 调用，且后续轮次携带累积上下文，Token 和延迟不保证线性增长。[E1][E8]

配置切换时，`online_query.py` 在每次调用时读取 `configuration.default_searcher`，新请求可能拿到新对象，但并发请求可能暂时存有新旧两套客户端，且切换过程没有锁、版本号和原子发布协议。[E6]",TraceCollector 记录路由、检索、支持、反思和 Token 等显式应用事件，并做截断脱敏；核心 API 返回安全 Trace/SSE 阶段，产品层将支持文档持久化为 Citation。它不读取模型隐藏推理。
naive,workspace-048,自动化、真实浏览器和 SSE 闭环通过后，仍不能宣称哪些能力？,True,medium,0,,,,,,,,,,0,reused,1,False,2,2,1,1,True,,8,True,1.0,0.375,1.0,False,0,0.0,,0.8,1.0,chunk_ranking_gap,0.4,True,,fully_grounded,22,22,1.0,0.0,0.0,27,22,0.8148148148148148,15,4,0.26666666666666666,0,0.0,0,0,,0,,none,False,0,0,,0,,downgrade,['ANSWER_PARTIALLY_GROUNDED'],True,True,0,8,0.0,0,8,0.0,0.5,1.0,81820.596,13283,1,,"**模型质量 SLO、容量上限、生产安全认证**：这些验证结果仍不等于模型质量 SLO、容量上限、完整无障碍合规或生产安全认证。[E1]

**真实 LLM/Milvus 的完整行为与质量**：E2 明确说明，已通过的浏览器/API 测试仍不能证明真实 LLM、Milvus 的完整行为；E1 也指出真实 Milvus/模型的闭环验证并不等于模型质量 SLO。[E1][E2]

E1 同样强调不能宣称完整无障碍合规。[E1]

**Trace 是模型隐藏思维链**：Trace 是显式应用事件，不是模型隐藏思维链。[E4]

**所有查询接口都已 SSE 化**：产品问答通过 SSE 增量返回安全的 Trace v2 阶段事件，但旧 `/console` 的 `/api/query` 仍在完成后一次性返回 JSON Trace。[E4]

**精确的分阶段延迟观测**：`latency_ms` 是代理等待后端的近似端到端时间，没有阶段 Span，不能据此宣称精确的分阶段耗时。[E4]

**完整 Token 计费**：`consume_token` 主要是手工累计的 LLM 总 Token，不含完整 Embedding 计费，不能宣称已涵盖全部模型费用。[E4]

**当前业务语料上的检索质量**：仓库有 2WikiMultiHopQA 检索 Recall 脚本，但没有当前业务语料的正式完整评测，不能宣称检索质量已被正式验证。[E4]

**L2 距离可直接称为相似度**：默认 L2 是距离，越小越近，不能无条件称为相似度。[E4]

**端到端异步或无限并发**：同步路由在线程池中运行，不等于端到端异步或无限并发。[E5]

没有正式压测和质量指标，不能声称生产级高并发或准确率提升。[E5]

容量上限也未知。[E1]

**安全的全局热更新与多 worker 一致性**：全局共享客户端可以合理，但全局热更新和多 worker 配置不一致是风险。[E5]

**BackgroundTasks 是持久化分布式任务队列**：BackgroundTasks 不是持久化分布式任务队列，不能宣称具备持久化分布式队列能力。[E5]

**SSE 的 Exactly Once 与断线取消语义**：客户端断线不等于任务取消，SSE 也不保证 Exactly Once。[E5]

持久化会话通常让任务继续，刷新后按 Last-Event-ID 恢复；用户点击停止才发送取消请求。[E8]

SSE 重连可能重放事件，前端必须按 `event_id` 幂等归并；答案 Delta 需要 `chunk_index` 或 `offset`，不能盲目字符串追加。[E8]

**所有响应路径已流式化**：当前 `query_with_trace()`、代理 `response.json()` 和浏览器 `response.json()` 都要等待完整响应；生产系统升级路线应先定义事件协议，再改传输。[E8]

**产品上传接口是浏览器二进制/Base64 上传**：本地代理上传的是文件内容，DeepSearcher `/load-files/` 接收的是后端路径；产品上传使用 multipart，Base64 上传属于旧学习控制台接口。[E4][E5]

`/load-files/` 不是浏览器二进制上传接口，默认 `batch_size=256`。[E7]

**旧学习控制台是默认页面**：当前默认页面是产品工作台；旧学习控制台只保留在 `/console`。[E5]

**`/load-website/` 具备完整外部抓取治理**：`/load-website/` 依赖爬虫和外部网络，当前入口没有暴露抓取超时等治理参数。[E7]",不能外推为模型质量 SLO、容量上限、完整无障碍合规、生产安全认证、高并发或所有回答声明都 grounded。
naive,workspace-049,Milvus 官方三种部署形态与 DeepSearcher 当前本地选择之间是什么关系？,True,hard,0,,,,,,,,,,0,reused,1,True,2,1,2,1,False,False,8,True,0.5,0.125,0.3333333333333333,False,0,0.0,,0.6,0.6,retrieval_gap,0.6,True,,fully_grounded,6,6,1.0,0.0,0.0,8,6,0.75,1,1,1.0,0,0.0,0,0,,0,,none,False,0,0,,0,,downgrade,['ANSWER_PARTIALLY_GROUNDED'],True,True,0,8,0.0,0,8,0.0,1.0,0.5,18962.529,3509,1,,"根据现有证据，Milvus 官方部署形态中至少明确提到了 **Milvus Lite** 与 **Docker Milvus** 两种形态。[E3]

**Milvus Lite** 适合个人学习、原型和小数据测试，主要限制是不能代表独立网络服务的故障和扩展能力。[E3]

**Docker Milvus** 适合学习真实服务连接、资源限制和故障，主要代价是部署和资源成本更高。[E3]

DeepSearcher 当前本地环境实际选择的是 **Docker Milvus**，本地已验证建表、插入、L2 排序和维度不匹配等操作。[E3]

因此，在官方部署形态中，DeepSearcher 选择的是 Docker Milvus 作为本地验证形态，Milvus Lite 目前处于未使用、未验证的状态。[E3]

证据中未提供第三种部署形态的信息，因此无法判断其与 DeepSearcher 当前本地选择的关系。[E3]",官方形态包括 Lite、Standalone 和 Distributed；DeepSearcher 当前使用 Docker Milvus 来验证真实服务连接和故障，更接近 Standalone，而不是 Lite 或 Kubernetes Distributed。
naive,workspace-050,Milvus 支持的混合与关键词检索能力，是否意味着 DeepSearcher 当前生产配置已经启用 Hybrid？,True,hard,0,,,,,,,,,,0,reused,1,True,3,2,2,2,False,True,7,True,0.6666666666666666,0.25,0.3333333333333333,False,0,0.0,,0.5,0.5,retrieval_gap,0.5,True,,fully_grounded,4,4,1.0,0.0,0.0,9,4,0.4444444444444444,3,2,0.6666666666666666,0,0.0,0,0,,0,,none,False,0,0,,0,,downgrade,['ANSWER_PARTIALLY_GROUNDED'],True,True,0,7,0.0,0,7,0.0,0.25,0.3333333333333333,14467.551,2821,1,,"Milvus 确实支持混合检索与关键词检索：其支持的检索类型包括 ANN Search、Filtering Search、Range Search、Hybrid Search、基于 BM25 的 Keyword Search、Reranking 等。[E3]

当前项目“链路能运行”并不代表已经达到生产标准，检索评测、错误分类、流式输出、安全与多租户等仍需完善。[E7]

E1 也指出目前仍没有正式业务黄金集、最终用户 RBAC、分布式限流和生产级任务队列。[E1]

因此，现有证据只说明 Milvus 具备 Hybrid 与关键词检索能力，并未显示 DeepSearcher 当前生产配置已经启用 Hybrid。[E1][E3][E6][E7]",不意味着。Milvus 支持多向量 Hybrid 和 BM25 Keyword Search，DeepSearcher 代码也有混合路径，但当前 YAML 仍为 Dense-only；已有 Collection 若要启用还需新 Schema 和重新入库。
naive,workspace-053,为什么产品中存在 Citation 仍不能证明回答的每个事实都有依据？,True,hard,0,,,,,,,,,,0,reused,1,True,3,1,2,2,False,True,8,True,0.3333333333333333,0.125,0.2,False,0,0.0,,0.75,1.0,retrieval_gap,0.5,True,,fully_grounded,6,6,1.0,0.0,0.0,10,6,0.6,4,2,0.5,0,0.0,0,0,,0,,none,False,0,0,,0,,downgrade,['ANSWER_PARTIALLY_GROUNDED'],True,True,0,8,0.0,0,8,0.0,0.2,0.3333333333333333,9128.134,2318,1,,"引用片段本身可能不包含答案事实：当前引用只能到文件级，且解析阶段没有稳定保存页码、章节和字符 offset，所以很难准确指出证据在第几页；更关键的是，引用存在也不等于答案一定受证据支持，必须验证引用片段是否真的包含答案事实。[E5]

中间答案可能不准确，提醒并不能自动纠错：Prompt 会提醒模型中间答案不一定准确，但这种提醒无法自动纠正错误，因此最终引用可能基于不准确的中间结果生成。[E1]

需要额外验证引用正确性：生成指标中专门有 Citation Correctness，说明“引用正确”本身是一项需要单独评估的指标，而不是天然成立的。[E4]

不同失败场景不能混为一谈：检索成功但没有相关证据、检索失败等不同情况不能用同一个“没有答案”提示掩盖，引用存在也无法区分这些失败类型。[E2]

缺乏边界意识可能夸大证据：没有测过的情况不应以“应该没问题”代替证据，这进一步说明引用存在并不等于每个事实都有实证支撑。[E3]

因此，Citation 的存在只是表明系统输出了某种来源标记，但事实是否真正被证据支持，还需要逐条验证引用的内容、粒度和准确性。[E5][E4]",引用只说明系统保存了某些支持文档或来源位置；还必须逐条验证回答声明是否真正被对应片段支持。当前产品引用基础不能证明所有声明都 grounded。
naive,workspace-070,那这个项目本地选的是哪一种，为什么？,True,hard,2,True,True,True,False,False,Milvus 本地部署选择的是 Lite、Standalone、Distributed 中的哪一种，为什么？,Milvus 官方有 Lite、Standalone 和 Distributed 三种部署形态。 三种形态面向不同规模与运行环境。 那这个项目本地选的是哪一种，为什么？,"['Milvus 官方有 Lite、Standalone 和 Distributed 三种部署形态。 那这个项目本地选的是哪一种，为什么？', 'Milvus 官方有 Lite、Standalone 和 Distributed 三种部署形态。 三种形态面向不同规模与运行环境。 那这个项目本地选的是哪一种，为什么？']",anchored_canonicalized,780,reused,1,True,2,2,2,2,True,True,8,True,1.0,0.5,1.0,False,0,0.0,,1.0,1.0,complete,1.0,True,,fully_grounded,7,7,1.0,0.0,0.0,9,7,0.7777777777777778,1,1,1.0,0,0.0,0,0,,0,,none,False,0,0,,0,,downgrade,['ANSWER_PARTIALLY_GROUNDED'],True,True,0,8,0.0,0,8,0.0,0.6,1.0,23060.386,4419,2,,"根据证据，本项目本地选用的是 **Docker Milvus**，即官方 **Milvus Standalone** 的单机 Docker 部署形态。[E1][E3]

本地实验已明确使用 Docker Milvus 验证了建表、插入、L2 排序和维度不匹配等操作。[E1][E7]

Milvus Standalone 是单机服务器部署，所有组件打包进单个 Docker 镜像，便于部署和真实服务连接测试。[E3][E4]

Docker Milvus 适合学习真实服务连接、资源限制和故障行为，因此本地选择它来模拟独立网络服务。[E1]

Milvus Lite 仅适合个人学习、原型和小数据测试，不能代表独立网络服务的故障和扩展能力。[E1][E2]

同时，本地没有选择 Milvus Distributed，因为分布式形态面向 Kubernetes 集群中的十亿级甚至更大规模场景，强调云原生架构和关键组件冗余；本地采用的是单机 Docker 镜像验证，不属于该大规模场景。[E3][E4][E1]

关于代价与权衡：Docker Milvus 的主要限制是部署和资源成本更高，并且作为独立服务需要单独部署、监控和容量治理；而 Milvus Lite 成本更低，但功能与故障模拟能力不足。[E1][E2]",DeepSearcher 当前使用 Docker Milvus 来验证真实服务连接和故障，更接近 Standalone，而不是 Lite 或 Kubernetes Distributed。
naive,workspace-061,那三种分别适合什么场景？,True,medium,2,True,True,True,False,False,Milvus Lite、Standalone 和 Distributed 部署形态分别适合什么场景？,Milvus 是什么，它有哪些部署形态？ Milvus 是向量数据库，部署形态包括 Lite、Standalone 和 Distributed。 那三种分别适合什么场景？,"['Milvus 是什么，它有哪些部署形态？ 那三种分别适合什么场景？', 'Milvus 是什么，它有哪些部署形态？ Milvus 是向量数据库，部署形态包括 Lite、Standalone 和 Distributed。 那三种分别适合什么场景？']",anchored_canonicalized,389,reused,1,False,1,1,1,1,True,,8,True,1.0,0.375,0.25,False,0,0.0,,1.0,1.0,complete,1.0,True,,fully_grounded,8,8,1.0,0.0,0.0,11,8,0.7272727272727273,0,0,,0,,0,0,,0,,none,False,0,0,,0,,downgrade,['ANSWER_PARTIALLY_GROUNDED'],True,True,0,8,0.0,0,8,0.0,0.6,1.0,10894.254,3163,2,,"Milvus 是一个高性能、可扩展的向量数据库，可在从笔记本电脑到大规模分布式系统的各种环境中高效运行，同时提供开源软件和云服务。[E6]

它提供三种部署形态：Milvus Lite、Milvus Standalone 和 Milvus Distributed。[E4][E7]

Milvus Lite 是 Milvus 的轻量级 Python 库，适合在 Jupyter Notebook 中快速原型开发，或运行在资源有限的边缘设备上。[E4][E7]

它同样适用于个人学习、原型验证和小数据量测试，但无法代表独立网络服务的故障和扩展能力。[E3][E5]

Milvus Standalone 是单机服务器部署，所有组件打包在同一个 Docker 镜像中，便于部署。[E4][E7]

它适合学习真实服务连接、资源限制和故障场景，但部署和资源成本更高。[E3]

当向量检索作为独立能力且数据和并发持续增长时，也可选用 Docker/服务化的 Milvus 部署方式。[E5]

Milvus Distributed 可部署在 Kubernetes 集群上，采用云原生架构，专为十亿级甚至更大规模向量场景设计，并在关键组件上提供冗余保障。[E4][E7]",Lite 适合本地原型或边缘设备，Standalone 是单机 Docker 服务，Distributed 面向 Kubernetes 上的十亿级及更大规模。
naive,workspace-063,那是越大越相似吗？,True,easy,2,True,True,True,False,False,Milvus 的 L2 distance 是越大越相似吗？,当前项目的向量检索用什么距离？ 当前使用 Milvus 返回的 L2 distance。 那是越大越相似吗？,"['当前项目的向量检索用什么距离？ 那是越大越相似吗？', '当前项目的向量检索用什么距离？ 当前使用 Milvus 返回的 L2 distance。 那是越大越相似吗？']",anchored_canonicalized,445,reused,1,False,1,1,1,1,True,,8,True,1.0,0.125,1.0,False,0,0.0,,1.0,1.0,complete,1.0,True,,fully_grounded,4,4,1.0,0.0,0.0,4,4,1.0,2,0,0.0,0,0.0,0,0,,0,,none,False,0,0,,0,,allow,['ANSWER_FULLY_GROUNDED'],False,True,0,8,0.0,0,8,0.0,0.25,1.0,5127.637,2795,2,,当前项目的向量检索默认使用 L2，也就是欧氏距离 [E1][E2]。L2 是距离，越小越近，因此不是越大越相似 [E1][E6]。项目结果字段名虽叫 score，但当前实际保存的是 Milvus 返回的 distance，不能说“score 越大越相似” [E1][E6][E7]。前端笼统标为“相似度”不够严谨，生产响应应同时携带 metric/score_type/higher_is_better/retrieval_mode [E7]。,不是。L2 是欧氏距离，越小越近；项目名为 score 的字段实际承载 Milvus 返回的 distance，不能解释成越大越相似。
naive,workspace-066,默认关掉它具体意味着什么，又有什么误判风险？,True,hard,2,True,True,True,False,False,ChainOfRAG 的 early stopping 默认关闭具体意味着什么？有什么误判风险？,ChainOfRAG 有 early stopping 吗？ 有充分性判断控制的 early stopping，但当前默认关闭。 默认关掉它具体意味着什么，又有什么误判风险？,"['ChainOfRAG 有 early stopping 吗？ 默认关掉它具体意味着什么，又有什么误判风险？', 'ChainOfRAG 有 early stopping 吗？ 有充分性判断控制的 early stopping，但当前默认关闭。 默认关掉它具体意味着什么，又有什么误判风险？']",anchored_canonicalized,645,reused,1,False,2,1,1,1,False,,8,True,0.5,0.125,0.5,False,0,0.0,,1.0,1.0,retrieval_gap,0.8,True,,fully_grounded,9,9,1.0,0.0,0.0,11,9,0.8181818181818182,4,2,0.5,0,0.0,0,0,,0,,none,False,0,0,,0,,downgrade,['ANSWER_PARTIALLY_GROUNDED'],True,True,0,8,0.0,0,8,0.0,0.16666666666666666,0.5,20875.598,4428,2,,"ChainOfRAG **有 early stopping 机制，但它是可选项，默认关闭**。[E1][E3]

只有设置 `early_stopping=True` 时，系统才会在每一轮判断当前信息是否足够；当充分性判断返回 Yes 时提前停止，否则继续执行直到 `max_iter`。[E4]

这不是“反思返回空值”，而是**反思分支根本没有运行**。[E4]

默认关闭具体意味着：系统在每轮检索、中间问答之后，不会做“当前信息是否足够”的 Yes/No 判断，因此不会因为“信息已足够”而提前退出。[E1][E4]

中间问答会继续串行进入下一轮，错误中间答案可能向后传播，文档索引校验也不完整；并且 ChainOfRAG 只是受 CoRAG 思想启发，不是论文训练方法的完整复现。[E1][E7][E5]

同时，ChainOfRAG 的成本与延迟会随串行轮数累积；默认关闭 early stopping 时，如果没有达到 `max_iter` 以外的终止条件，就会一直执行到最大轮数，Token 和延迟成本相应上升。[E3][E4]

关于误判风险：即使启用 early stopping，充分性判断也要求模型只回答 Yes 或 No，因此可能出现过早或过晚停止。[E2]

过早停止：已有部分证据时，模型误判为“足够”并返回 Yes，导致最终答案缺少关键事实。[E2]

过晚停止：证据已经充分时，模型仍返回 No，于是继续无意义检索，增加 Token 消耗和延迟。[E2]",过早停止会漏掉关键事实，过晚停止会浪费 Token 和延迟。默认关闭时不执行充分性判断、不记录反思，并一直运行到 max_iter。
naive,workspace-069,所以现在默认已经用上两路融合了吗？,True,medium,2,True,True,True,False,False,当前默认是否已使用 Dense 和 BM25 两路融合（RRF）？,Dense 和 BM25 可以组成 Hybrid，再用 RRF 融合。 代码中存在相应的混合检索路径。 所以现在默认已经用上两路融合了吗？,"['Dense 和 BM25 可以组成 Hybrid，再用 RRF 融合。 所以现在默认已经用上两路融合了吗？', 'Dense 和 BM25 可以组成 Hybrid，再用 RRF 融合。 代码中存在相应的混合检索路径。 所以现在默认已经用上两路融合了吗？']",anchored_canonicalized,423,reused,1,False,2,1,1,1,False,,8,True,0.5,0.25,1.0,False,0,0.0,,1.0,1.0,retrieval_gap,1.0,True,,fully_grounded,2,2,1.0,0.0,0.0,4,2,0.5,2,1,0.5,0,0.0,0,0,,0,,none,False,0,0,,0,,downgrade,['ANSWER_PARTIALLY_GROUNDED'],True,True,0,8,0.0,0,8,0.0,0.5,0.5,7031.663,2771,2,,"当前 YAML 没有启用 hybrid，实际仍是 Dense-only。[E2]

虽然 Milvus 适配层存在 hybrid=True 路径，可以并行执行稠密检索与 BM25 稀疏检索再用 RRF 合并，但这并不等于默认已启用。[E3][E2]",没有。Dense 用 Embedding 找语义近似，BM25 找字面匹配，Hybrid 同时召回两路，RRF 按排名融合；当前 YAML 仍是 Dense-only。
naive,workspace-056,资料规定 DeepSearcher 生产环境每秒必须支持多少个查询？,False,easy,0,,,,,,,,,,0,reused,1,False,0,0,0,0,,,7,,,,,False,0,0.0,True,,,,,,True,insufficient_evidence,1,0,0.0,1.0,0.0,1,0,0.0,0,0,,0,,0,0,,0,,none,False,0,0,,0,,refuse,['EVIDENCE_INSUFFICIENT'],True,True,0,7,0.0,0,7,0.0,,,2225.352,1716,1,,根据现有证据，无法给出有充分依据的回答。,资料没有给出生产 QPS 指标，且明确不能在没有正式压测时声称容量上限。
naive,workspace-058,当前业务评测证明 DeepSearch 比 NaiveRAG 的答案准确率高多少个百分点？,False,medium,0,,,,,,,,,,0,reused,1,False,0,0,0,0,,,8,,,,,False,0,0.0,True,,,,,,True,insufficient_evidence,1,0,0.0,1.0,0.0,3,0,0.0,1,0,0.0,1,1.0,0,0,,0,,current,True,1,1,1.0,1,1.0,refuse,['EVIDENCE_INSUFFICIENT'],True,True,0,8,0.0,0,8,0.0,,,6459.608,2550,1,,根据现有证据，无法给出有充分依据的回答。,资料没有给出这一业务准确率提升结论，不能编造提升比例。
naive,workspace-060,Milvus 文档承诺所有向量检索在任何数据规模下都能达到多少毫秒延迟？,False,medium,0,,,,,,,,,,0,reused,1,False,0,0,0,0,,,8,,,,,False,0,0.0,True,,,,,,True,insufficient_evidence,1,0,0.0,1.0,0.0,1,0,0.0,0,0,,0,,0,0,,0,,none,False,0,0,,0,,refuse,['EVIDENCE_INSUFFICIENT'],True,True,0,8,0.0,0,8,0.0,,,2747.212,2104,1,,根据现有证据，无法给出有充分依据的回答。,资料没有给出适用于所有数据规模和环境的固定毫秒延迟承诺。
naive,workspace-072,另一个问题：当前最终用户登录明确采用了哪一家 OIDC 身份提供商？,False,easy,2,False,False,True,True,False,另一个问题：当前最终用户登录明确采用了哪一家 OIDC 身份提供商？,另一个问题：当前最终用户登录明确采用了哪一家 OIDC 身份提供商？,['另一个问题：当前最终用户登录明确采用了哪一家 OIDC 身份提供商？'],explicit_topic_switch,0,reused,1,False,0,0,0,0,,,8,,,,,False,0,0.0,True,,,,,,True,insufficient_evidence,1,0,0.0,1.0,0.0,2,0,0.0,2,1,0.5,1,0.5,0,0,,0,,current,True,2,1,0.5,2,1.0,refuse,['EVIDENCE_INSUFFICIENT'],True,True,0,8,0.0,0,8,0.0,,,7610.194,3085,1,,根据现有证据，无法给出有充分依据的回答。,资料没有确定 OIDC 身份提供商，当前也没有最终用户登录与 RBAC。
deep_search,workspace-001,Milvus 是什么，它以哪两种形态提供？,True,easy,0,,,,,,,,,,0,reused,1,False,1,1,1,1,True,,8,True,1.0,0.25,1.0,False,0,0.0,,1.0,1.0,complete,1.0,True,,fully_grounded,14,14,1.0,0.0,0.0,24,14,0.5833333333333334,1,0,0.0,0,0.0,0,0,,0,,none,False,0,0,,0,,downgrade,['ANSWER_PARTIALLY_GROUNDED'],True,True,0,8,0.0,0,8,0.0,0.3333333333333333,1.0,102622.537,17772,5,,"Milvus 是一个高性能、高可扩展的向量数据库，能够高效运行在从笔记本电脑到大规模分布式系统的各类环境中。[E1]

它是 LF AI & Data Foundation 下的开源项目，采用 Apache 2.0 许可证，核心贡献者包括来自 Zilliz、ARM、NVIDIA、AMD、Intel、Meta、IBM、Salesforce、Alibaba 和 Microsoft 等公司的专家。[E1]

Milvus 专门用于向量检索，是面向向量相似度搜索的数据系统。[E4]

其搜索引擎使用 C++ 实现，并整合了大量硬件感知的代码优化；同时，Milvus 是列式存储数据库，查询时只读取涉及的字段，从而减少数据访问量并支持向量化操作。[E5]

Milvus 支持将非结构化数据（如文本、图像、音频）通过嵌入转换为向量，并提供数据建模能力，支持数值、字符、各种向量类型、数组、集合和 JSON 等数据类型，避免维护多个数据库系统。[E6]

根据 E1，Milvus 以**开源软件**和**云服务**两种形态提供。[E1]

根据 E6，Milvus 提供**三种部署模式**：Milvus Lite（轻量级 Python 库）、Milvus Standalone（单机部署，打包在单个 Docker 镜像中）、Milvus Distributed（部署在 Kubernetes 集群上的云原生架构，面向十亿级及以上规模）。[E6]

**Milvus Lite**：适合在 Jupyter Notebooks 中进行快速原型开发，或运行在资源有限的边缘设备上。[E6]

它也适合个人学习、原型制作和小数据测试，但主要限制是不能代表独立网络服务的故障和扩展能力。[E2][E3]

**Milvus Standalone**：单机服务器部署，所有组件打包进一个 Docker 镜像，便于部署。[E6]

它对应 E2/E3 中“Docker/服务化 Milvus”的一种形式，适合学习真实服务连接、资源限制和故障场景。[E2]

**Milvus Distributed**：部署在 Kubernetes 集群上，具有云原生架构，适用于十亿级向量及以上规模的场景，并保证关键组件冗余。[E6]

它同样属于“服务化 Milvus”的范畴，适合向量检索作为独立能力且数据和并发持续增长的场景，但需要承担单独的部署、监控和容量治理成本。[E3]

如果按 E2/E3 的“Milvus Lite vs Docker/服务化 Milvus”二分法，则：Milvus Lite 适合个人学习、原型和小数据测试；Docker/服务化 Milvus 适合向量检索是独立能力、数据和并发持续增长的场景。[E2][E3]",Milvus 是高性能、可扩展的向量数据库，同时提供开源软件和云服务。
deep_search,workspace-002,Milvus Lite、Standalone 和 Distributed 分别适合什么部署场景？,True,medium,0,,,,,,,,,,0,reused,1,False,1,1,1,1,True,,5,True,1.0,0.25,0.3333333333333333,False,0,0.0,,1.0,1.0,complete,1.0,True,,fully_grounded,12,12,1.0,0.0,0.0,19,12,0.631578947368421,1,1,1.0,0,0.0,0,0,,0,,none,False,0,0,,0,,downgrade,['ANSWER_PARTIALLY_GROUNDED'],True,True,0,5,0.0,0,5,0.0,0.4,1.0,50682.281,10993,4,,"Milvus Lite 是一个可轻松集成到应用中的 Python 库，是 Milvus 的轻量级版本。[E4][E3]

适合个人学习、原型开发和小数据测试。[E1][E2]

特别适合在 Jupyter Notebook 中快速原型验证，或在资源受限的边缘设备上运行。[E3][E4]

主要限制：不能代表独立网络服务的故障和扩展能力；无法模拟独立网络服务与集群故障。[E1][E2]

Milvus Standalone 是单机服务器部署，所有组件打包进一个 Docker 镜像，便于部署。[E3][E4]

Docker Milvus 适合学习真实服务连接、资源限制和故障场景。[E1]

当向量检索是独立能力、数据和并发持续增长时，适合使用 Docker/服务化 Milvus，但需要承担单独部署、监控和容量治理的运维成本。[E2]

Milvus Distributed 可部署在 Kubernetes 集群上，采用云原生架构，专为十亿级甚至更大规模场景设计。[E3][E4]

该架构确保关键组件具有冗余性。[E3][E4]

Milvus 本身完全无状态，可通过 Kubernetes 或公有云轻松扩展；搜索、数据插入、索引/压缩三大关键任务可并行化，查询节点、数据节点、索引节点可独立扩缩容。[E5]

Milvus 提供三种部署模式，覆盖从 Jupyter Notebook 本地原型到管理数百亿向量的 Kubernetes 集群的广泛数据规模。[E4]

Milvus Lite 对应本地原型和资源受限设备；Milvus Standalone 对应单机 Docker 服务；Milvus Distributed 对应云原生 Kubernetes 集群。[E3][E4]",Lite 适合本地原型或边缘设备，Standalone 是单机 Docker 服务，Distributed 面向 Kubernetes 上的十亿级及更大规模。
